date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:02	100/100	---M-Z	200	added ('OK')	text/plain	etag:%225f3b02c77ef061b3812cf6c91b48aaa9%22	https://leapfly.framer.website/robots.txt		(from )
12:29:02	461895/461895	---M-Z	200	added ('OK')	text/html	etag:%22fc31ddffc53424a551326dbbfbf63254%22	https://leapfly.framer.website/	C:/My%20Web%20Sites/lawncare%203/leapfly.framer.website/index.html	(from )
12:29:02	223/223	---M--	200	added ('OK')	image/png	etag:%22810193ede98443698ba6b54575e9cf3c%22	https://framerusercontent.com/sites/icons/default-favicon-light.v1.png	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/sites/icons/default-favicon-light.v1.png	(from https://leapfly.framer.website/)
12:29:03	227/227	---M--	200	added ('OK')	image/png	etag:%22e44c40138d977deec13c54928aec692d%22	https://framerusercontent.com/sites/icons/default-favicon-dark.v1.png	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/sites/icons/default-favicon-dark.v1.png	(from https://leapfly.framer.website/)
12:29:03	8598/8598	---M--	200	added ('OK')	image/png	etag:%2218abb0c2b2ff01a1658d805c5dd98278%22	https://framerusercontent.com/sites/icons/default-touch-icon.v3.png	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/sites/icons/default-touch-icon.v3.png	(from https://leapfly.framer.website/)
12:29:09	2928687/2928687	---MC-	200	added ('OK')	image/png	etag:%2262faae563c2bf3a8bd3015a08a490e9c%22	https://framerusercontent.com/images/Lx5mo5q0pr3UPw2wFHmkXCRX64.png?width=3840&height=2160	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/Lx5mo5q0pr3UPw2wFHmkXCRX64cd01.png	(from https://leapfly.framer.website/)
12:29:10	46460/46460	---MC-	200	added ('OK')	image/jpeg	etag:%22ee3553dbf3063866cc76d69c0f73be66%22	https://framerusercontent.com/images/CG7AaDxUOTRlqg7fQUoERZcztRk.jpg?width=500&height=500	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/CG7AaDxUOTRlqg7fQUoERZcztRk95a5.jpg	(from https://leapfly.framer.website/)
12:29:10	42271/42271	---MC-	200	added ('OK')	image/jpeg	etag:%22013a0e24fa0a98ecd9c3d44e56c7c2f5%22	https://framerusercontent.com/images/sgxDyWIZskFk1usFzwL3vyMyugI.jpg?width=500&height=500	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/sgxDyWIZskFk1usFzwL3vyMyugI95a5.jpg	(from https://leapfly.framer.website/)
12:29:10	47504/47504	---MC-	200	added ('OK')	image/jpeg	etag:%22b048927467a8b6cccc993e35bea20287%22	https://framerusercontent.com/images/B2YXzceoaHIfcBY5T6ijfy1RiI.jpg?width=500&height=500	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/B2YXzceoaHIfcBY5T6ijfy1RiI95a5.jpg	(from https://leapfly.framer.website/)
12:29:10	155333/155333	---MC-	200	added ('OK')	image/png	etag:%22eb92145370d16e393fe9617463c392cb%22	https://framerusercontent.com/images/zsh1RXHwzbPd4h8bHBfckUa2Uu4.png?width=1254&height=1254	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/zsh1RXHwzbPd4h8bHBfckUa2Uu408fa.png	(from https://leapfly.framer.website/)
12:29:11	240114/240114	---MC-	200	added ('OK')	image/png	etag:%2211b799315bda3e5b68b8e04ab650501e%22	https://framerusercontent.com/images/VK6vnn7A4SubNNAefyKV81YGimA.png?width=1254&height=1254	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/VK6vnn7A4SubNNAefyKV81YGimA08fa.png	(from https://leapfly.framer.website/)
12:29:11	703873/703873	---MC-	200	added ('OK')	image/png	etag:%22498b50e62562fdc8aaa1105aff99b8bc%22	https://framerusercontent.com/images/EaFoSUZlsZrSiLHaoMXNbYBNsE.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/EaFoSUZlsZrSiLHaoMXNbYBNsEa400.png	(from https://leapfly.framer.website/)
12:29:11	856163/856163	---MC-	200	added ('OK')	image/png	etag:%222c25320192125a133911f86cab4d5378%22	https://framerusercontent.com/images/GapaiV2VfBcBdxd0nmwH4cswyXY.png?width=1672&height=941	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/GapaiV2VfBcBdxd0nmwH4cswyXY40a7.png	(from https://leapfly.framer.website/)
12:29:11	873595/873595	---MC-	200	added ('OK')	image/png	etag:%22b9ad764d4483f1babb1a40051a617e6a%22	https://framerusercontent.com/images/EwzbC11uAVEJv2ZXjW6HYoT6HDw.png?width=1672&height=941	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/EwzbC11uAVEJv2ZXjW6HYoT6HDw40a7.png	(from https://leapfly.framer.website/)
12:29:13	183292/183292	---MC-	200	added ('OK')	image/png	etag:%22ca1f1e54e6825d58951159a4951efd9e%22	https://framerusercontent.com/images/cl1OkA202WJEf6mZG2z0m3P50DI.png?width=1254&height=1254	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/cl1OkA202WJEf6mZG2z0m3P50DI08fa.png	(from https://leapfly.framer.website/)
12:29:13	671406/671406	---MC-	200	added ('OK')	image/png	etag:%22c76a820a6a7732072669ba4cd4bbf220%22	https://framerusercontent.com/images/xz2653ffECmCrqymbeGmEJWr0Ns.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/xz2653ffECmCrqymbeGmEJWr0Nsa400.png	(from https://leapfly.framer.website/)
12:29:16	698339/698339	---MC-	200	added ('OK')	image/png	etag:%226fd115129c67d53ecc5c54f4b650acbe%22	https://framerusercontent.com/images/jGQyflEWXV2GjpmLD04SaM60tFk.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/jGQyflEWXV2GjpmLD04SaM60tFka400.png	(from https://leapfly.framer.website/)
12:29:17	715307/715307	---MC-	200	added ('OK')	image/png	etag:%2233722c8bfa5ca6e9faab0a19c39e79f7%22	https://framerusercontent.com/images/FQYU2VWgcXJCDBaiuZWKOvwPosQ.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/FQYU2VWgcXJCDBaiuZWKOvwPosQa400.png	(from https://leapfly.framer.website/)
12:29:17	848820/848820	---MC-	200	added ('OK')	image/png	etag:%22b094445a48386f94b7e82d43946e3d4b%22	https://framerusercontent.com/images/7UVdtLFL2f0FIh4Yr7AVUiIbk.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/7UVdtLFL2f0FIh4Yr7AVUiIbka400.png	(from https://leapfly.framer.website/)
12:29:20	799101/799101	---MC-	200	added ('OK')	image/png	etag:%22c139de2b64b73ac21bdb0e9612442e4d%22	https://framerusercontent.com/images/XZt2B8SvHtsjeRihgIG0PmbKs.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/XZt2B8SvHtsjeRihgIG0PmbKsa400.png	(from https://leapfly.framer.website/)
12:29:21	779367/779367	---MC-	200	added ('OK')	image/png	etag:%22a7ec54f96461f8cca028913f3cb744d2%22	https://framerusercontent.com/images/RwW211MXLVsdFXEFKqdhVS5Oi8.png?width=1448&height=1086	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/RwW211MXLVsdFXEFKqdhVS5Oi8a400.png	(from https://leapfly.framer.website/)
12:29:21	964123/964123	---MC-	200	added ('OK')	image/png	etag:%22e76e576ecf8ec1658355323dc388eca1%22	https://framerusercontent.com/images/laI3TD82M3nNsQk0yFyCZMB7ZMU.png?width=1672&height=941	C:/My%20Web%20Sites/lawncare%203/framerusercontent.com/images/laI3TD82M3nNsQk0yFyCZMB7ZMU40a7.png	(from https://leapfly.framer.website/)
